thesis_id,school,department,degree,year_conferred,author_name_standardized,author_name_raw,title,advisor,official_record_url,official_pdf_url,pdf_public_status,source,retrieved_date,notes
MIT-2020-058,Massachusetts Institute of Technology,Electrical Engineering and Computer Science,Ph.D.,2020,"Blalock, Davis W","Blalock, Davis W.(Davis Whitaker)",Building efficient algorithms by learning to compress,"Guttag, John V.",https://hdl.handle.net/1721.1/129244,https://dspace.mit.edu/server/api/core/bitstreams/bdca6b9a-6244-4103-8080-71faa116be1a/content,public,"DSpace@MIT (Doctoral Theses collection, REST API)",2026-08-06,
MIT-2020-059,Massachusetts Institute of Technology,Electrical Engineering and Computer Science,Ph.D.,2020,"Bosboom, Jeffrey","Bosboom, Jeffrey(Jeffrey William)",Exhaustive search and hardness proofs for games,"Demaine, Erik D.",https://hdl.handle.net/1721.1/129245,https://dspace.mit.edu/server/api/core/bitstreams/ac443831-0bde-4555-8b53-6099941a22d2/content,public,"DSpace@MIT (Doctoral Theses collection, REST API)",2026-08-06,
MIT-2020-060,Massachusetts Institute of Technology,Electrical Engineering and Computer Science,Ph.D.,2020,"Cao, Yuan","Cao, Yuan,Ph. D.Massachusetts Institute of Technology.",Study Of electronic correlation and superconductivity in twisted graphene superlattices,"Jarillo-Herrero, Pablo",https://hdl.handle.net/1721.1/129246,https://dspace.mit.edu/server/api/core/bitstreams/0f593a86-f943-4781-9051-89a3e210cf76/content,public,"DSpace@MIT (Doctoral Theses collection, REST API)",2026-08-06,
MIT-2020-061,Massachusetts Institute of Technology,Electrical Engineering and Computer Science,Ph.D.,2020,"Cusumano-Towner, Marco Francis","Cusumano-Towner, Marco Francis.",Gen : a high-level programming platform for probabilistic inference,"Mansinghka, Vikash K.",https://hdl.handle.net/1721.1/129247,https://dspace.mit.edu/server/api/core/bitstreams/9acb1d65-2afa-44c7-92a2-2d38143c00f2/content,public,"DSpace@MIT (Doctoral Theses collection, REST API)",2026-08-06,
MIT-2020-062,Massachusetts Institute of Technology,Electrical Engineering and Computer Science,Ph.D.,2020,"Drexler, Jennifer Fox","Drexler, Jennifer Fox.",Improving end-to-end neural network models for low-resource automatic speech recognition,"Glass, James",https://hdl.handle.net/1721.1/129248,https://dspace.mit.edu/server/api/core/bitstreams/0e23afbd-afe4-46c4-9872-283814ae4e8f/content,public,"DSpace@MIT (Doctoral Theses collection, REST API)",2026-08-06,
MIT-2020-063,Massachusetts Institute of Technology,Electrical Engineering and Computer Science,Ph.D.,2020,"Drexler, Jennifer Fox","Drexler, Jennifer Fox.",Improving end-to-end neural network models for low-resource automatic speech recognition,"Glass, James",https://hdl.handle.net/1721.1/129248,https://dspace.mit.edu/server/api/core/bitstreams/0e23afbd-afe4-46c4-9872-283814ae4e8f/content,public,"DSpace@MIT (Doctoral Theses collection, REST API)",2026-08-06,
MIT-2020-064,Massachusetts Institute of Technology,Electrical Engineering and Computer Science,Ph.D.,2020,"Finley, Joseph T","Finley, Joseph T.(Joseph Tyler)",Spintronics using low magnetization materials,"Liu, Luqiao; Baldo, Marc",https://hdl.handle.net/1721.1/129249,https://dspace.mit.edu/server/api/core/bitstreams/efab117e-0d95-4318-9683-a3ac3ccabfc7/content,public,"DSpace@MIT (Doctoral Theses collection, REST API)",2026-08-06,
MIT-2020-065,Massachusetts Institute of Technology,Electrical Engineering and Computer Science,Ph.D.,2020,"Gilpin, Leilani Hendrina","Gilpin, Leilani Hendrina.",Anomaly detection through explanations,"Sussman, Gerald Jay; Kagal, Lalana",https://hdl.handle.net/1721.1/129250,https://dspace.mit.edu/server/api/core/bitstreams/b5f69484-b24f-4f5b-9448-d91d612eb7ff/content,public,"DSpace@MIT (Doctoral Theses collection, REST API)",2026-08-06,
MIT-2020-066,Massachusetts Institute of Technology,Electrical Engineering and Computer Science,Ph.D.,2020,"Garg, Vikas","Garg, Vikas,Ph. D.(Vikas Kamur)Massachusetts Institute of Technology.",Graph guided predictions,"Jaakkola, Tommi S.",https://hdl.handle.net/1721.1/129251,https://dspace.mit.edu/server/api/core/bitstreams/3526b24f-ba95-48d7-8efd-ba54d45c63d2/content,public,"DSpace@MIT (Doctoral Theses collection, REST API)",2026-08-06,
MIT-2020-067,Massachusetts Institute of Technology,Electrical Engineering and Computer Science,Ph.D.,2020,"Kaler, Tim","Kaler, Tim(Tim F. S.)",Programming technologies for engineering quality multicore software,"Leiserson, Charles E.",https://hdl.handle.net/1721.1/129252,https://dspace.mit.edu/server/api/core/bitstreams/6f115966-8891-4319-bf31-bd67e4a72de5/content,public,"DSpace@MIT (Doctoral Theses collection, REST API)",2026-08-06,
MIT-2020-068,Massachusetts Institute of Technology,Electrical Engineering and Computer Science,Ph.D.,2020,"Jaddivada, Rupamathi","Jaddivada, Rupamathi.",A unified modeling for control of reactive power dynamics in electrical energy systems,"Ilic, Marija D.",https://hdl.handle.net/1721.1/129253,https://dspace.mit.edu/server/api/core/bitstreams/8ebaf811-6e84-4c3c-9b6d-0973a57bffdb/content,public,"DSpace@MIT (Doctoral Theses collection, REST API)",2026-08-06,
MIT-2020-069,Massachusetts Institute of Technology,Electrical Engineering and Computer Science,Ph.D.,2020,"Gopalkrishnan, Rahul","Gopalkrishnan, Rahul.",Advances in deep generative modeling for clinical data,"Sontag, David A.",https://hdl.handle.net/1721.1/129254,https://dspace.mit.edu/server/api/core/bitstreams/db402069-cb58-47b2-9985-fd0d2f2d7d28/content,public,"DSpace@MIT (Doctoral Theses collection, REST API)",2026-08-06,
MIT-2020-070,Massachusetts Institute of Technology,Electrical Engineering and Computer Science,Ph.D.,2020,"Kawaguchi, Kenji","Kawaguchi, Kenji,Ph. D.Massachusetts Institute of Technology.",On optimization and scalability in deep learning,"Kaelbling, Leslie P.",https://hdl.handle.net/1721.1/129255,https://dspace.mit.edu/server/api/core/bitstreams/725135e9-8448-4663-be6a-a3ccbf67ca36/content,public,"DSpace@MIT (Doctoral Theses collection, REST API)",2026-08-06,
MIT-2020-071,Massachusetts Institute of Technology,Electrical Engineering and Computer Science,Ph.D.,2020,"Kim, Beomjoon","Kim, Beomjoon.",Learning to guide task and motion planning,"Kaelbling, Leslie Pack; Lozano-Pérez, Tomás",https://hdl.handle.net/1721.1/129257,https://dspace.mit.edu/server/api/core/bitstreams/60491b41-a8f0-441a-8d30-566c8b9a384c/content,public,"DSpace@MIT (Doctoral Theses collection, REST API)",2026-08-06,
MIT-2020-072,Massachusetts Institute of Technology,Electrical Engineering and Computer Science,Ph.D.,2020,"Lincoln, Andrea","Lincoln, Andrea(Andrea I.)",Applications of fine-grained complexity,"Williams, Virginia Vassilevska",https://hdl.handle.net/1721.1/129258,https://dspace.mit.edu/server/api/core/bitstreams/b6f79c23-59e1-45fa-a313-130599a43f61/content,public,"DSpace@MIT (Doctoral Theses collection, REST API)",2026-08-06,
MIT-2020-073,Massachusetts Institute of Technology,Electrical Engineering and Computer Science,Ph.D.,2020,"Liu, Ge","Liu, Ge,Ph. D.Massachusetts Institute of Technology.",Beyond predictive modeling : new computational aspects for deep learning based biological applications,"Gifford, David",https://hdl.handle.net/1721.1/129259,https://dspace.mit.edu/server/api/core/bitstreams/a6d4a6e6-faf6-46f9-91eb-7a4f5912ebab/content,public,"DSpace@MIT (Doctoral Theses collection, REST API)",2026-08-06,
MIT-2020-074,Massachusetts Institute of Technology,Electrical Engineering and Computer Science,Ph.D.,2020,"Lu, Yi","Lu, Yi,(Ph. D. in Computer Science)Massachusetts Institute of Technology. Department of Electrical Engineering and Computer Science.",Fast transactions in distributed and highly available databases,"Madden, Samuel R.",https://hdl.handle.net/1721.1/129261,https://dspace.mit.edu/server/api/core/bitstreams/7067c471-c73b-4676-b5f3-1156b189117c/content,public,"DSpace@MIT (Doctoral Theses collection, REST API)",2026-08-06,
MIT-2020-075,Massachusetts Institute of Technology,Electrical Engineering and Computer Science,Ph.D.,2020,"Lu, Tsung-Ju Jeff","Lu, Tsung-Ju Jeff.",Wide-bandgap integrated photonics for quantum technologies,"Englund, Dirk R.",https://hdl.handle.net/1721.1/129262,https://dspace.mit.edu/server/api/core/bitstreams/a5a2fcde-03db-433a-b4d1-1be10fe332f8/content,public,"DSpace@MIT (Doctoral Theses collection, REST API)",2026-08-06,
MIT-2020-076,Massachusetts Institute of Technology,Electrical Engineering and Computer Science,Ph.D.,2020,"Lao, Natalie","Lao, Natalie.",Reorienting machine learning education towards tinkerers and ML-engaged citizens,"Abelson, Harold (Hal)",https://hdl.handle.net/1721.1/129264,https://dspace.mit.edu/server/api/core/bitstreams/20619a03-2f24-4140-b0a3-9a328aaf4557/content,public,"DSpace@MIT (Doctoral Theses collection, REST API)",2026-08-06,
MIT-2020-077,Massachusetts Institute of Technology,Electrical Engineering and Computer Science,Ph.D.,2020,"Manuelli, Lucas","Manuelli, Lucas,Ph. D.Massachusetts Institute of Technology.",Robot manipulation with learned representations,"Tedrake, Russ",https://hdl.handle.net/1721.1/129293,https://dspace.mit.edu/server/api/core/bitstreams/0c66fd14-0c57-44b1-83f9-61a0fdc4e5f8/content,public,"DSpace@MIT (Doctoral Theses collection, REST API)",2026-08-06,
MIT-2020-078,Massachusetts Institute of Technology,Electrical Engineering and Computer Science,Ph.D.,2020,"McDaniel, Patrick Christopher","McDaniel, Patrick Christopher.",Computational design and fabrication of portable MRI systems,"Wald, Lawrence L.",https://hdl.handle.net/1721.1/129296,https://dspace.mit.edu/server/api/core/bitstreams/8f8ea773-8f16-4e6c-9e58-3f306ad4d316/content,public,"DSpace@MIT (Doctoral Theses collection, REST API)",2026-08-06,
MIT-2020-079,Massachusetts Institute of Technology,Electrical Engineering and Computer Science,Ph.D.,2020,"Mao, Hongzi","Mao, Hongzi.",Network system optimization with reinforcement learning : methods and applications,"Alizadeh, Mohammad",https://hdl.handle.net/1721.1/129297,https://dspace.mit.edu/server/api/core/bitstreams/27e2ab9a-2689-43f7-b3f3-7815290fec8a/content,public,"DSpace@MIT (Doctoral Theses collection, REST API)",2026-08-06,
MIT-2020-080,Massachusetts Institute of Technology,Electrical Engineering and Computer Science,Ph.D.,2020,"Myers, Paul Daniel","Myers, Paul Daniel.",Developing clinically useful risk stratification models,"Stultz, Collin M.",https://hdl.handle.net/1721.1/129298,https://dspace.mit.edu/server/api/core/bitstreams/2632c249-9a56-4b27-9a49-25f9b6f6cb9a/content,public,"DSpace@MIT (Doctoral Theses collection, REST API)",2026-08-06,
MIT-2020-081,Massachusetts Institute of Technology,Electrical Engineering and Computer Science,Ph.D.,2020,"McKay, Dylan","McKay, Dylan(Dylan Mathis)",Intermediate lower bounds and their relationship with complexity theory,"Williams, R. Ryan",https://hdl.handle.net/1721.1/129299,https://dspace.mit.edu/server/api/core/bitstreams/169df5f4-4f06-49d1-bea3-89a8e4e6baba/content,public,"DSpace@MIT (Doctoral Theses collection, REST API)",2026-08-06,
MIT-2020-082,Massachusetts Institute of Technology,Electrical Engineering and Computer Science,Ph.D.,2020,"Mendis, Thirimadura Charith Yasendra","Mendis, Thirimadura Charith Yasendra.",Towards automated construction of compiler optimizations,"Amarasinghe, Saman",https://hdl.handle.net/1721.1/129300,https://dspace.mit.edu/server/api/core/bitstreams/85f7ec07-31bd-49d7-80d9-e8f6b341e87e/content,public,"DSpace@MIT (Doctoral Theses collection, REST API)",2026-08-06,
MIT-2020-083,Massachusetts Institute of Technology,Electrical Engineering and Computer Science,Ph.D.,2020,"Neuman, Sabrina M","Neuman, Sabrina M.",A design methodology for computer architecture parameterized by robot morphology,"Devadas, Srinivas",https://hdl.handle.net/1721.1/129301,https://dspace.mit.edu/server/api/core/bitstreams/8474e711-53d4-4e1e-a242-c6c6b5361b5c/content,public,"DSpace@MIT (Doctoral Theses collection, REST API)",2026-08-06,
MIT-2020-084,Massachusetts Institute of Technology,Electrical Engineering and Computer Science,Ph.D.,2020,"Pace, Danielle F","Pace, Danielle F.",Image segmentation for highly variable anatomy : applications to congenital heart disease,"Golland, Polina",https://hdl.handle.net/1721.1/129302,https://dspace.mit.edu/server/api/core/bitstreams/e212e8ee-c6ac-4af6-9700-caafb5f84f6d/content,public,"DSpace@MIT (Doctoral Theses collection, REST API)",2026-08-06,
MIT-2020-085,Massachusetts Institute of Technology,Electrical Engineering and Computer Science,Ph.D.,2020,"Prentice, Samuel J","Prentice, Samuel J.(Samuel James)",Sigma shapes : parametric shape estimation for view and interaction planning,"Roy, Nicholas",https://hdl.handle.net/1721.1/129303,https://dspace.mit.edu/server/api/core/bitstreams/4acf1f21-de0b-41ec-9f0a-beb3fc2d3151/content,public,"DSpace@MIT (Doctoral Theses collection, REST API)",2026-08-06,
MIT-2020-086,Massachusetts Institute of Technology,Electrical Engineering and Computer Science,Ph.D.,2020,"Salamatian, Salman","Salamatian, Salman.",Statistical privacy and security,"M̌dard, Muriel",https://hdl.handle.net/1721.1/129304,https://dspace.mit.edu/server/api/core/bitstreams/ad07a5af-c5fe-4386-9866-a89be70fd388/content,public,"DSpace@MIT (Doctoral Theses collection, REST API)",2026-08-06,
MIT-2020-087,Massachusetts Institute of Technology,Electrical Engineering and Computer Science,Ph.D.,2020,"Shanbhag, Anil","Shanbhag, Anil(Anil Atmanand)",Interactive data analytics using GPUs,"Madden, Samuel R.",https://hdl.handle.net/1721.1/129305,https://dspace.mit.edu/server/api/core/bitstreams/4681ad87-99a3-48a5-b6f0-31b87bcdf87b/content,public,"DSpace@MIT (Doctoral Theses collection, REST API)",2026-08-06,
MIT-2020-088,Massachusetts Institute of Technology,Electrical Engineering and Computer Science,Ph.D.,2020,"Shen, Dennis","Shen, Dennis,Ph. D.Massachusetts Institute of Technology.",Causal inference : a Tensor's perspective,"Shah, Devavrat; Abramson, Mark",https://hdl.handle.net/1721.1/129306,https://dspace.mit.edu/server/api/core/bitstreams/363010c4-87a5-4964-bd6d-8c5e66a06f6b/content,public,"DSpace@MIT (Doctoral Theses collection, REST API)",2026-08-06,
MIT-2020-089,Massachusetts Institute of Technology,Electrical Engineering and Computer Science,Ph.D.,2020,"Shen, Pin-Chun","Shen, Pin-Chun.",Ohmic contact to monolayer semiconductors,"Kong, Jing",https://hdl.handle.net/1721.1/129307,https://dspace.mit.edu/server/api/core/bitstreams/b6dbc0e6-66c7-4a06-938b-5dac28521f53/content,public,"DSpace@MIT (Doctoral Theses collection, REST API)",2026-08-06,
MIT-2020-090,Massachusetts Institute of Technology,Electrical Engineering and Computer Science,Ph.D.,2020,"Sherman, Benjamin","Sherman, Benjamin(Benjamin Marc)",Programming languages for sound computation with continuous values,"Carbin, Michael",https://hdl.handle.net/1721.1/129308,https://dspace.mit.edu/server/api/core/bitstreams/e5f0b25c-849e-4861-8c7e-3e6ad8cdbaf2/content,public,"DSpace@MIT (Doctoral Theses collection, REST API)",2026-08-06,
MIT-2020-091,Massachusetts Institute of Technology,Electrical Engineering and Computer Science,Ph.D.,2020,"Shen, Shen","Shen, ShenPh. D.Massachusetts Institute of Technology. Department of Electrical Engineering and Computer Science.",Convex optimization and machine learning for scalable verification and control,"Tedrake, Russ",https://hdl.handle.net/1721.1/129309,https://dspace.mit.edu/server/api/core/bitstreams/7a22e1fa-2be0-488e-84e8-d8d3c81e8144/content,public,"DSpace@MIT (Doctoral Theses collection, REST API)",2026-08-06,
MIT-2020-092,Massachusetts Institute of Technology,Electrical Engineering and Computer Science,Ph.D.,2020,"Sotiraki, Aikaterini","Sotiraki, Aikaterini.",New hardness results for total search problems and non-interactive lattice-based protocols,"Vaikuntanathan, Vinod",https://hdl.handle.net/1721.1/129310,https://dspace.mit.edu/server/api/core/bitstreams/7c51a6cd-114a-428a-981e-f5c0a114f9ad/content,public,"DSpace@MIT (Doctoral Theses collection, REST API)",2026-08-06,
MIT-2020-093,Massachusetts Institute of Technology,Electrical Engineering and Computer Science,Ph.D.,2020,"Wagner, Tal","Wagner, Tal.",Efficient metric representations for big data,"Indyk, Piotr",https://hdl.handle.net/1721.1/129311,https://dspace.mit.edu/server/api/core/bitstreams/42dc04d3-8bd4-4112-b869-8f102d1bef08/content,public,"DSpace@MIT (Doctoral Theses collection, REST API)",2026-08-06,
MIT-2020-094,Massachusetts Institute of Technology,Electrical Engineering and Computer Science,Ph.D.,2020,"Wang, Xuntuo","Wang, Xuntuo(Nelson Xuntuo)",Smart energy solutions to smart grid challenges,"Kirtley, James L.",https://hdl.handle.net/1721.1/129312,https://dspace.mit.edu/server/api/core/bitstreams/4d5bf5c3-77fc-4208-b2e9-19265148b5a3/content,public,"DSpace@MIT (Doctoral Theses collection, REST API)",2026-08-06,
MIT-2020-095,Massachusetts Institute of Technology,Electrical Engineering and Computer Science,Ph.D.,2020,"Weng, Tsui-Wei","Weng, Tsui-Wei(Tsui-Wei Lily)",Evaluating robustness of neural networks,"Daniel, Luca",https://hdl.handle.net/1721.1/129313,https://dspace.mit.edu/server/api/core/bitstreams/bb656f49-7648-4088-abe1-a47e91df1af3/content,public,"DSpace@MIT (Doctoral Theses collection, REST API)",2026-08-06,
MIT-2020-096,Massachusetts Institute of Technology,Electrical Engineering and Computer Science,Ph.D.,2020,"Yang, Tien-Ju","Yang, Tien-Ju.",Hardware-aware efficient deep neural network design,"Sze, Vivienne",https://hdl.handle.net/1721.1/129314,,restricted,"DSpace@MIT (Doctoral Theses collection, REST API)",2026-08-06,No ORIGINAL bundle present via REST API (only THUMBNAIL/TEXT/COVERPAGE) -- full text not publicly attached; treat as restricted/embargoed pending manual confirmation.
MIT-2020-097,Massachusetts Institute of Technology,Electrical Engineering and Computer Science,Ph.D.,2020,"Yedidia, Adam","Yedidia, Adam(Adam B.)",Analysis and optimization of occluder-based imaging,"Wornell, Gregory W.",https://hdl.handle.net/1721.1/129315,https://dspace.mit.edu/server/api/core/bitstreams/9172ffb5-7d5d-45a2-a7a2-5b330ce4c4eb/content,public,"DSpace@MIT (Doctoral Theses collection, REST API)",2026-08-06,
MIT-2020-098,Massachusetts Institute of Technology,Electrical Engineering and Computer Science,Ph.D.,2020,"Zampetakis, Emmanouil","Zampetakis, Emmanouil.",Statistics in high dimensions without IID samples : truncated statistics and minimax optimization,"Daskalakis, Constantinos",https://hdl.handle.net/1721.1/129316,https://dspace.mit.edu/server/api/core/bitstreams/fba79b8f-1ae7-4a3c-8291-dc1ee942bd6b/content,public,"DSpace@MIT (Doctoral Theses collection, REST API)",2026-08-06,
MIT-2020-099,Massachusetts Institute of Technology,Electrical Engineering and Computer Science,Ph.D.,2020,"Zhang, Yunming","Zhang, Yunming,Ph. D.Massachusetts Institute of Technology.",GraphIt : optimizing the performance and improving the programmability of graph algorithms,"Amarasinghe, Saman",https://hdl.handle.net/1721.1/129317,https://dspace.mit.edu/server/api/core/bitstreams/a505e0c6-70cf-461f-a6c1-0bdfaa41a663/content,public,"DSpace@MIT (Doctoral Theses collection, REST API)",2026-08-06,
MIT-2020-100,Massachusetts Institute of Technology,Electrical Engineering and Computer Science,Ph.D.,2020,"Zhang, Yunming","Zhang, Yunming,Ph. D.Massachusetts Institute of Technology.",GraphIt : optimizing the performance and improving the programmability of graph algorithms,"Amarasinghe, Saman",https://hdl.handle.net/1721.1/129317,https://dspace.mit.edu/server/api/core/bitstreams/a505e0c6-70cf-461f-a6c1-0bdfaa41a663/content,public,"DSpace@MIT (Doctoral Theses collection, REST API)",2026-08-06,
MIT-2020-101,Massachusetts Institute of Technology,Electrical Engineering and Computer Science,Ph.D.,2020,"Hempel, Marek","Hempel, Marek,Ph. D.Massachusetts Institute of Technology.",Technology and applications of 2D materials in micro- and macroscale electronics,"Palacios, Tomás; Kong, Jing",https://hdl.handle.net/1721.1/130201,https://dspace.mit.edu/server/api/core/bitstreams/2226a375-79d4-4ecf-b823-d2a632efe3d3/content,public,"DSpace@MIT (Doctoral Theses collection, REST API)",2026-08-06,
MIT-2020-102,Massachusetts Institute of Technology,Electrical Engineering and Computer Science,Ph.D.,2020,"Peng, Cheng","Peng, Cheng,
            Ph. D.
            Massachusetts Institute of Technology.",Dynamically programmable surfaces for high-speed optical modulation and detection,"Englund, Dirk R.",https://hdl.handle.net/1721.1/132983,https://dspace.mit.edu/server/api/core/bitstreams/09966a38-94a9-4c23-869d-9e0fab5cd1c8/content,public,"DSpace@MIT (Doctoral Theses collection, REST API)",2026-08-06,
